Date,Precipitation [mm/day],Discharge [m^3/s],Mean Temperature [C],Minimum Temperature [C],Maximum Temperature [C],Photoperiod [hr]
1940.07.27,0.321519,4.53069,15.6125,9.28066,21.9443,15.097147
1940.07.28,6.16964,4.53069,19.7246,15.3433,24.1059,15.057057
1940.07.29,3.17618,4.53069,20.386,13.1788,27.5931,15.016267
1940.07.30,0.0700735,4.3891,20.1992,13.0359,27.3624,14.974800
1940.07.31,1.3838,4.3891,22.3729,17.0442,27.7016,14.932679
1940.08.01,12.9955,4.53069,22.9996,17.4322,28.567,14.889925
1940.08.02,0.186451,4.53069,20.7598,16.4008,25.1188,14.846561
1940.08.03,20.1019,4.95544,22.2557,17.1554,27.356,14.802608
1940.08.04,0.0130312,4.67227,19.4149,11.2302,27.5995,14.758086
1940.08.05,0.83292,4.81386,19.2169,13.3047,25.1292,14.713017
1940.08.06,0,4.53069,16.7888,9.18896,24.3887,14.667420
1940.08.07,0,4.53069,20.0357,12.71,27.3615,14.621315
1940.08.08,0,4.3891,21.96,14.5463,29.3737,14.574722
1940.08.09,0.0494075,4.24752,22.1686,13.5369,30.8003,14.527659
1940.08.10,0,4.10594,21.8284,14.9716,28.6851,14.480145
1940.08.11,0,3.96435,21.4744,16.4113,26.5375,14.432197
1940.08.12,0.119887,4.10594,23.5519,17.3073,29.7964,14.383833
1940.08.13,0.0136198,3.82277,24.5251,17.9781,31.0721,14.335070
1940.08.14,0.326882,3.68118,23.7575,17.1382,30.3769,14.285923
1940.08.15,4.75512,4.53069,23.5981,18.0515,29.1447,14.236410
1940.08.16,9.5451,4.53069,22.7432,17.4346,28.0519,14.186546
1940.08.17,1.03084,4.53069,17.737,11.5437,23.9303,14.136345
1940.08.18,6.07591,4.67227,13.9014,9.2715,18.5313,14.085822
1940.08.19,0.442646,4.81386,12.9746,5.70632,20.2428,14.034991
1940.08.20,0,4.81386,15.5686,8.43097,22.7063,13.983867
1940.08.21,0.0171153,4.67227,17.3593,10.2383,24.4802,13.932461
1940.08.22,0,4.3891,14.1487,6.73009,21.5674,13.880787
1940.08.23,1.58422,4.3891,8.75526,3.7567,13.7538,13.828858
1940.08.24,2.05015,4.95544,10.9429,8.26502,13.6208,13.776684
1940.08.25,3.52381,4.53069,12.8422,10.9975,14.6868,13.724278
1940.08.26,0.585211,4.95544,13.7685,11.8328,15.7043,13.671651
1940.08.27,0.461042,4.53069,14.7832,12.5425,17.0239,13.618813
1940.08.28,1.29853,4.81386,15.6976,12.821,18.5743,13.565775
1940.08.29,2.85822,4.95544,16.2441,12.8036,19.6847,13.512546
1940.08.30,2.7919,4.95544,14.4384,12.1757,16.7011,13.459137
1940.08.31,0.412492,4.81386,13.8691,9.23998,18.4982,13.405557
1940.09.01,0.15978,4.67227,13.8112,7.43532,20.187,13.351814
1940.09.02,0,4.67227,17.0967,9.53146,24.662,13.297918
1940.09.03,0,4.53069,20.4621,11.7224,29.2018,13.243876
1940.09.04,0,4.53069,22.3019,15.4727,29.1311,13.189697
1940.09.05,0,4.53069,23.6826,17.7805,29.5848,13.135389
1940.09.06,0.357471,4.53069,23.2981,17.3366,29.2596,13.080958
1940.09.07,0.939066,4.67227,22.6044,16.1081,29.1007,13.026413
1940.09.08,0.038621,4.67227,17.2503,8.86499,25.6356,12.971760
1940.09.09,0.161102,4.67227,14.4416,9.52799,19.3551,12.917007
1940.09.10,0,4.81386,7.10471,0.588268,13.6212,12.862160
1940.09.11,0,4.53069,7.90667,0.535272,15.2781,12.807225
1940.09.12,0,4.53069,9.7972,-0.370131,19.9645,12.752209
1940.09.13,0,4.53069,13.6004,5.27365,21.9271,12.697118
1940.09.14,0,4.53069,11.2488,3.14061,19.357,12.641958
1940.09.15,0.766718,4.3891,13.5665,6.56217,20.5709,12.586735
1940.09.16,2.96651,4.3891,15.8334,10.6481,21.0186,12.531454
1940.09.17,1.96691,4.53069,18.0132,14.2412,21.7852,12.476122
1940.09.18,0.0560635,4.53069,20.3325,14.4188,26.2462,12.420744
1940.09.19,0.15978,4.53069,22.8418,16.6592,29.0245,12.365325
1940.09.20,0,4.53069,24.1741,17.0947,31.2535,12.309871
1940.09.21,0,4.53069,18.4387,9.69926,27.1781,12.254388
1940.09.22,0,4.53069,16.365,5.48534,27.2446,12.198881
1940.09.23,1.26436,4.53069,18.0805,11.8022,24.3588,12.143355
1940.09.24,0.5326,4.53069,10.927,3.37644,18.4776,12.087816
1940.09.25,0,4.53069,5.47293,-2.73308,13.6789,12.032269
1940.09.26,0,4.53069,8.42799,-0.375279,17.2313,11.976721
1940.09.27,0,4.95544,12.958,3.71701,22.1991,11.921175
1940.09.28,1.44898,5.09702,15.4006,7.30481,23.4964,11.865639
1940.09.29,0,5.09702,15.1862,7.56333,22.8091,11.810117
1940.09.30,0,5.09702,15.1143,7.91979,22.3088,11.754617
1940.10.01,0,4.95544,15.6307,6.55208,24.7094,11.699143
1940.10.02,0,5.09702,14.5424,6.57862,22.5063,11.643702
1940.10.03,4.21073,5.09702,14.0199,9.02343,19.0164,11.588300
1940.10.04,6.45131,5.86158,15.744,11.5169,19.9712,11.532944
1940.10.05,0.240379,5.74831,16.1563,12.1892,20.1234,11.477640
1940.10.06,0,5.46514,12.6207,8.88954,16.3519,11.422395
1940.10.07,0,5.46514,7.43116,1.28591,13.5764,11.367217
1940.10.08,0,5.21029,6.63654,-1.85328,15.1264,11.312112
1940.10.09,0,5.09702,9.55794,0.527126,18.5887,11.257089
1940.10.10,0.848638,4.95544,13.7513,5.65178,21.8508,11.202154
1940.10.11,0,4.84217,12.6681,2.8728,22.4634,11.147317
1940.10.12,0.2777,4.84217,14.2363,6.95256,21.5201,11.092585
1940.10.13,0.797058,4.70059,9.36919,2.36562,16.3728,11.037968
1940.10.14,16.4476,5.86158,7.85847,2.74534,12.9716,10.983474
1940.10.15,0,5.86158,3.67247,-4.56019,11.9051,10.929114
1940.10.16,0,5.60673,7.16205,-1.4343,15.7584,10.874896
1940.10.17,0,5.60673,7.15404,-0.643159,14.9512,10.820832
1940.10.18,0,5.60673,5.79731,-0.492124,12.0867,10.766932
1940.10.19,0,5.60673,7.65139,2.40436,12.8984,10.713207
1940.10.20,0,5.46514,8.36331,4.37974,12.3469,10.659669
1940.10.21,0,5.60673,6.96967,0.258038,13.6813,10.606329
1940.10.22,0,5.46514,10.9139,3.76582,18.0619,10.553200
1940.10.23,0,5.46514,8.72955,-0.610126,18.0692,10.500296
1940.10.24,0.0807297,5.46514,6.7665,-1.63278,15.1658,10.447629
1940.10.25,0,5.74831,7.97867,0.644953,15.3124,10.395213
1940.10.26,0,6.82435,8.50452,3.56206,13.447,10.343064
1940.10.27,0,6.82435,8.31937,4.65414,11.9846,10.291196
1940.10.28,21.7961,7.22078,9.62355,5.97354,13.2736,10.239624
1940.10.29,27.0771,9.42949,6.55264,4.23009,8.87519,10.188366
1940.10.30,1.01219,9.57108,5.86651,2.77778,8.95525,10.137437
1940.10.31,5.18253,9.57108,4.07723,2.28523,5.86922,10.086856
1940.11.01,11.8445,10.6188,4.88232,3.07283,6.6918,10.036639
1940.11.02,0.212641,10.1657,5.37065,3.36824,7.37305,9.986806
1940.11.03,0,9.71266,4.66514,1.25221,8.07806,9.937376
1940.11.04,1.97809,9.71266,5.18252,2.18224,8.1828,9.888368
1940.11.05,3.41378,9.71266,1.40125,-2.19919,5.0017,9.839803
1940.11.06,0,10.3073,-4.1015,-8.39131,0.188321,9.791701
1940.11.07,0,10.4772,-0.893558,-4.27261,2.48549,9.744085
1940.11.08,0.0196803,10.6188,1.47576,-3.1119,6.06342,9.696975
1940.11.09,0.00781875,10.3073,1.62943,-3.12656,6.38542,9.650396
1940.11.10,1.76967,9.71266,-2.44405,-4.3922,-0.495904,9.604370
1940.11.11,11.0371,7.64554,-6.71021,-11.6468,-1.77363,9.558921
1940.11.12,11.6296,6.2297,-13.2714,-15.4007,-11.1421,9.514073
1940.11.13,0.303326,5.38019,-14.7965,-17.0216,-12.5715,9.469851
1940.11.14,0,5.38019,-17.9605,-24.4725,-11.4484,9.426281
1940.11.15,0,5.66336,-14.45,-20.843,-8.0571,9.383389
1940.11.16,0,5.66336,-7.43075,-11.1065,-3.75499,9.341200
1940.11.17,0,5.66336,-1.75573,-8.75015,5.23869,9.299742
1940.11.18,0,6.2297,-0.090517,-5.79285,5.61182,9.259041
1940.11.19,0,6.2297,1.98992,-1.21623,5.19607,9.219126
1940.11.20,0,6.2297,-1.92702,-5.33203,1.47798,9.180023
1940.11.21,2.3956,6.2297,-2.09903,-5.49773,1.29968,9.141760
1940.11.22,8.73712,6.2297,-3.66865,-5.38282,-1.95448,9.104367
1940.11.23,0,6.2297,-3.61997,-6.23444,-1.00551,9.067871
1940.11.24,0,6.2297,-6.63624,-9.83455,-3.43793,9.032300
1940.11.25,0.182598,6.2297,-6.68473,-10.8617,-2.50776,8.997684
1940.11.26,3.65211,6.2297,-6.61301,-8.8027,-4.42332,8.964050
1940.11.27,1.67999,6.2297,-10.3074,-16.7783,-3.83637,8.931426
1940.11.28,1.18216,6.2297,-19.6995,-28.8967,-10.5024,8.899842
1940.11.29,3.42067,6.2297,-17.2766,-23.4399,-11.1132,8.869324
1940.11.30,2.31679,6.2297,-16.0554,-22.2742,-9.83664,8.839901
1940.12.01,0.0547741,6.2297,-17.893,-25.5526,-10.2335,8.811600
1940.12.02,0.771241,6.2297,-18.7567,-25.5241,-11.9894,8.784447
1940.12.03,0.0130312,5.66336,-23.0347,-33.1327,-12.9367,8.758469
1940.12.04,1.06915,6.2297,-15.33,-21.3282,-9.33178,8.733691
1940.12.05,1.40328,5.66336,-17.7374,-25.7761,-9.6988,8.710138
1940.12.06,0.0314374,6.2297,-11.4596,-19.1969,-3.72229,8.687834
1940.12.07,0.692381,6.2297,-7.5087,-15.7375,0.720099,8.666803
1940.12.08,0.15978,6.2297,-9.03816,-13.9366,-4.13968,8.647066
1940.12.09,0.0193869,6.2297,-2.3739,-6.94846,2.20066,8.628645
1940.12.10,0.0717838,6.2297,-4.60788,-10.1991,0.98335,8.611560
1940.12.11,0.558228,6.2297,-8.8322,-12.1418,-5.52258,8.595830
1940.12.12,4.46429,6.2297,-14.6204,-26.5686,-2.67223,8.581472
1940.12.13,0,5.66336,-27.4633,-36.314,-18.6126,8.568503
1940.12.14,0,5.66336,-23.246,-32.0013,-14.4906,8.556939
1940.12.15,0.0130147,5.66336,-15.999,-23.4131,-8.58489,8.546791
1940.12.16,0.0100113,6.2297,-9.3507,-13.4044,-5.29697,8.538073
1940.12.17,0,6.2297,-16.8444,-25.125,-8.56388,8.530796
1940.12.18,0.00988151,6.2297,-14.3277,-22.9662,-5.68924,8.524967
1940.12.19,0,6.2297,-7.1089,-12.6109,-1.60687,8.520594
1940.12.20,0,6.79603,-5.71773,-10.0249,-1.41056,8.517683
1940.12.21,0,6.79603,-3.68529,-8.39123,1.02065,8.516237
1940.12.22,0,6.79603,-5.34119,-12.771,2.08859,8.516260
1940.12.23,0,6.79603,-5.05194,-10.0712,-0.0327143,8.517751
1940.12.24,0,6.79603,-1.35574,-5.38788,2.67641,8.520709
1940.12.25,1.36741,6.79603,1.75562,-0.266985,3.77823,8.525131
1940.12.26,0.465619,6.79603,-2.02044,-5.03054,0.989653,8.531013
1940.12.27,0.845452,6.79603,-3.19308,-7.81279,1.42663,8.538349
1940.12.28,2.42747,6.79603,-0.5591,-3.41083,2.29263,8.547130
1940.12.29,6.54452,6.79603,-1.89483,-3.43234,-0.357328,8.557347
1940.12.30,0.0733721,6.79603,-1.33006,-2.91732,0.257193,8.568989
1940.12.31,0.019763,6.79603,-2.08682,-3.33603,-0.837601,8.582043
1941.01.01,2.58178,6.79603,-3.08123,-4.51161,-1.65086,8.586254
1941.01.02,10.0352,6.79603,-5.20838,-9.35733,-1.05943,8.601124
1941.01.03,1.40557,6.2297,-15.3363,-22.1174,-8.55515,8.617373
1941.01.04,0.0160099,6.2297,-18.9435,-24.3417,-13.5453,8.634982
1941.01.05,0,6.2297,-17.0997,-22.3467,-11.8527,8.653933
1941.01.06,0.165972,6.2297,-16.5471,-22.118,-10.9762,8.674205
1941.01.07,1.64833,6.2297,-13.6023,-18.8623,-8.34228,8.695779
1941.01.08,0,6.2297,-9.01181,-13.9435,-4.08012,8.718632
1941.01.09,0,6.2297,-18.7773,-29.5029,-8.05172,8.742741
1941.01.10,0,6.2297,-14.4885,-23.9326,-5.04443,8.768082
1941.01.11,0,6.79603,-11.5155,-18.2861,-4.74481,8.794631
1941.01.12,0,6.79603,-6.74336,-14.1163,0.629596,8.822363
1941.01.13,0,6.79603,-8.53331,-13.505,-3.56167,8.851251
1941.01.14,0,6.79603,-8.66783,-11.5027,-5.83294,8.881268
1941.01.15,0.424754,6.79603,-5.96517,-7.67644,-4.25389,8.912388
1941.01.16,5.55531,6.79603,-5.57504,-7.44556,-3.70451,8.944583
1941.01.17,4.79523,6.79603,-11.1009,-19.8825,-2.31923,8.977825
1941.01.18,0,6.2297,-23.3168,-34.1267,-12.5069,9.012086
1941.01.19,0.206302,6.2297,-21.4533,-29.91,-12.9965,9.047338
1941.01.20,1.3315,6.2297,-12.6082,-15.4453,-9.77112,9.083552
1941.01.21,0,6.2297,-10.0128,-13.0302,-6.99543,9.120700
1941.01.22,0.0395386,6.2297,-15.6744,-22.6817,-8.66713,9.158753
1941.01.23,0.169705,6.79603,-16.4695,-21.1754,-11.7637,9.197684
1941.01.24,1.86843,6.2297,-14.1323,-17.6852,-10.5794,9.237463
1941.01.25,0.855143,6.2297,-17.9054,-25.7858,-10.0251,9.278063
1941.01.26,0,6.79603,-15.9737,-23.7865,-8.16087,9.319455
1941.01.27,0.147614,6.79603,-11.2026,-15.7885,-6.6167,9.361613
1941.01.28,0.0158104,6.79603,-14.5331,-20.8717,-8.19453,9.404509
1941.01.29,0,6.79603,-9.93818,-18.8702,-1.00619,9.448117
1941.01.30,0,6.79603,-4.56057,-10.6579,1.53672,9.492409
1941.01.31,0,6.79603,-5.71034,-14.7516,3.33091,9.537359
1941.02.01,0,6.79603,-3.94329,-10.885,2.99839,9.582943
1941.02.02,0,6.79603,-8.23221,-16.0673,-0.397102,9.629135
1941.02.03,0.0593079,6.79603,-12.4807,-20.5486,-4.41271,9.675910
1941.02.04,0.38889,7.36237,-7.49222,-12.3024,-2.68203,9.723245
1941.02.05,0,7.36237,-5.23646,-8.46585,-2.00708,9.771116
1941.02.06,0.759733,7.36237,-9.93527,-15.2847,-4.58582,9.819500
1941.02.07,0.764164,7.36237,-11.2192,-16.9008,-5.53757,9.868375
1941.02.08,0,7.36237,-13.9741,-20.6916,-7.25654,9.917719
1941.02.09,0,7.36237,-13.6252,-23.6535,-3.59679,9.967511
1941.02.10,0,7.36237,-9.68954,-16.1688,-3.21025,10.017730
1941.02.11,0.0355734,7.36237,-11.3836,-21.5932,-1.17402,10.068357
1941.02.12,0.0100113,7.36237,-6.16429,-10.5093,-1.81928,10.119372
1941.02.13,0.0137477,7.36237,-5.3772,-8.47614,-2.27825,10.170756
1941.02.14,0.0828274,7.36237,-12.2645,-19.4387,-5.09034,10.222491
1941.02.15,0.2663,6.79603,-11.9658,-18.2044,-5.72728,10.274560
1941.02.16,0.0352033,6.2297,-10.0643,-16.2868,-3.84184,10.326946
1941.02.17,0.73085,5.66336,-14.4552,-22.606,-6.3045,10.379632
1941.02.18,0,5.66336,-27.6348,-34.1399,-21.1297,10.432602
1941.02.19,0,6.2297,-26.9423,-33.8455,-20.039,10.485841
1941.02.20,0,6.2297,-24.2379,-31.8979,-16.5779,10.539335
1941.02.21,0.438284,6.2297,-17.6918,-21.9075,-13.4761,10.593069
1941.02.22,0,6.2297,-17.1374,-24.6813,-9.59355,10.647029
1941.02.23,0.219572,6.2297,-13.7282,-24.309,-3.14738,10.701202
1941.02.24,2.6184,6.2297,-14.4992,-23.944,-5.05439,10.755576
1941.02.25,0.229086,6.2297,-22.1405,-30.4614,-13.8196,10.810138
1941.02.26,2.56689,6.2297,-16.7286,-23.713,-9.74414,10.864876
1941.02.27,1.68579,6.2297,-11.5584,-17.1782,-5.93858,10.919779
1941.02.28,0,6.2297,-11.6944,-20.2456,-3.14328,10.974837
1941.03.01,0,6.79603,-5.38315,-10.0016,-0.764705,11.030038
1941.03.02,0.941707,6.79603,-4.11314,-7.47978,-0.746502,11.085372
1941.03.03,4.68786,6.2297,-10.6739,-15.1993,-6.14838,11.140831
1941.03.04,0,6.2297,-13.4115,-20.8316,-5.99133,11.196403
1941.03.05,0,6.2297,-11.3022,-19.1485,-3.45589,11.252081
1941.03.06,0,6.2297,-10.3952,-20.4237,-0.366596,11.307856
1941.03.07,0,6.2297,-7.52566,-15.0958,0.0445045,11.363718
1941.03.08,0,6.79603,-3.558,-9.1979,2.0819,11.419661
1941.03.09,7.78497,6.79603,-0.308959,-5.43836,4.82045,11.475675
1941.03.10,4.2611,6.79603,-4.54983,-11.3415,2.24182,11.531754
1941.03.11,1.67115,6.79603,-2.91141,-9.40894,3.58612,11.587891
1941.03.12,0.0441746,6.2297,-4.77851,-11.5863,2.02929,11.644077
1941.03.13,0,6.2297,-7.39033,-16.56,1.77933,11.700306
1941.03.14,0.0130312,6.2297,-9.20783,-20.4451,2.02942,11.756571
1941.03.15,1.47707,6.79603,-7.13515,-14.058,-0.212291,11.812865
1941.03.16,2.07368,6.2297,-12.5314,-24.0721,-0.990719,11.869183
1941.03.17,0.108127,6.2297,-21.2406,-29.8544,-12.6268,11.925517
1941.03.18,0,6.2297,-18.4897,-28.0333,-8.94608,11.981862
1941.03.19,0,6.2297,-7.86662,-13.6163,-2.11691,12.038211
1941.03.20,0,6.79603,-4.84658,-11.101,1.4078,12.094558
1941.03.21,0.0362316,6.79603,-1.89792,-4.86664,1.0708,12.150897
1941.03.22,4.09409,7.36237,-1.59988,-3.56341,0.363653,12.207223
1941.03.23,1.33967,7.36237,-1.54403,-4.24667,1.15861,12.263528
1941.03.24,0,7.36237,-4.12186,-10.0654,1.8217,12.319808
1941.03.25,0,7.36237,-4.30107,-11.257,2.65482,12.376057
1941.03.26,0.0338812,7.9287,-1.0785,-6.01106,3.85406,12.432268
1941.03.27,1.49479,8.49504,0.223235,-3.09309,3.53956,12.488435
1941.03.28,0.2663,9.06138,-3.4503,-9.22557,2.32496,12.544553
1941.03.29,0,9.06138,-1.75163,-9.27962,5.77637,12.600615
1941.03.30,0,9.62771,2.57736,-4.50083,9.65555,12.656615
1941.03.31,0,10.7604,4.69881,-3.68182,13.0794,12.712547
1941.04.01,0,12.4594,3.85428,-4.05104,11.7596,12.768404
1941.04.02,9.34212,16.9901,2.93619,-2.9345,8.80688,12.824180
1941.04.03,4.49804,19.8218,0.596121,-2.60052,3.79277,12.879868
1941.04.04,0.0356189,24.0693,2.73763,-1.33059,6.80584,12.935462
1941.04.05,0.498829,31.1485,4.17918,-0.0753811,8.43373,12.990954
1941.04.06,0.826251,31.1485,4.1764,-0.922602,9.27541,13.046336
1941.04.07,7.77754,30.8653,5.6679,2.65192,8.68388,13.101602
1941.04.08,0.981922,30.8653,7.2924,3.27038,11.3144,13.156744
1941.04.09,0.0588112,28.8831,6.67277,-1.8557,15.2012,13.211754
1941.04.10,0.478832,28.8831,9.11477,1.40825,16.8213,13.266624
1941.04.11,0.996691,27.2974,11.4608,4.57527,18.3462,13.321345
1941.04.12,2.57472,25.5701,14.6996,9.37189,20.0274,13.375909
1941.04.13,8.27439,25.5701,16.786,10.8023,22.7697,13.430306
1941.04.14,7.85925,25.5701,13.5143,7.83034,19.1984,13.484527
1941.04.15,2.0121,30.8653,8.02159,2.73236,13.3108,13.538563
1941.04.16,0.0760861,30.8653,6.14614,0.402004,11.8903,13.592404
1941.04.17,4.10454,27.2974,6.75923,3.87422,9.64424,13.646038
1941.04.18,6.65567,27.2974,8.92202,6.14992,11.6941,13.699456
1941.04.19,6.48054,25.5701,9.03164,4.3355,13.7278,13.752647
1941.04.20,0.110495,25.5701,6.34562,2.25667,10.4346,13.805598
1941.04.21,0.477797,23.8427,1.02987,-5.59168,7.65142,13.858299
1941.04.22,3.67914,22.1154,2.60446,-2.67152,7.88045,13.910736
1941.04.23,0.319757,22.1154,4.41681,-0.450346,9.28396,13.962897
1941.04.24,0.0736922,22.1154,3.65366,-3.93236,11.2397,14.014769
1941.04.25,1.28544,20.4164,8.24457,1.94851,14.5406,14.066339
1941.04.26,1.16969,19.5669,8.95673,1.50788,16.4056,14.117591
1941.04.27,0.30413,19.5669,12.3223,4.13631,20.5083,14.168513
1941.04.28,0,19.5669,17.1429,9.50875,24.777,14.219088
1941.04.29,0.00381341,18.7174,16.0608,9.17059,22.9509,14.269302
1941.04.30,4.96845,18.7174,16.1062,11.1743,21.0381,14.319138
1941.05.01,1.40841,17.8962,16.2976,9.56914,23.0261,14.368580
1941.05.02,0,17.0467,17.0331,10.393,23.6731,14.417612
1941.05.03,0.0593079,17.0467,19.771,13.9837,25.5583,14.466216
1941.05.04,0.322759,16.2255,21.0963,15.8559,26.3368,14.514374
1941.05.05,4.10923,16.2255,19.2817,12.4823,26.0812,14.562068
1941.05.06,4.46722,16.2255,16.4841,10.4634,22.5048,14.609279
1941.05.07,0.699699,16.2255,10.5367,4.13594,16.9375,14.655989
1941.05.08,0.143163,15.4043,3.51065,-0.368996,7.39029,14.702177
1941.05.09,0.0278976,13.7903,4.74891,-0.995428,10.4932,14.747824
1941.05.10,0.813108,13.7903,8.46058,1.02084,15.9003,14.792909
1941.05.11,0.866766,12.9691,10.5314,2.19955,18.8632,14.837411
1941.05.12,0,12.1762,11.8993,2.6191,21.1795,14.881308
1941.05.13,0.978849,11.3834,17.7231,12.4249,23.0212,14.924580
1941.05.14,32.115,14.6115,18.3888,13.1134,23.6642,14.967204
1941.05.15,0.234622,15.4043,16.7963,10.2225,23.37,15.009157
1941.05.16,0,14.6115,8.82126,1.58238,16.0601,15.050418
1941.05.17,0,14.6115,10.2275,1.12603,19.3289,15.090962
1941.05.18,0,12.9691,18.1833,11.3936,24.973,15.130767
1941.05.19,0.383844,12.1762,22.1647,15.915,28.4145,15.169810
1941.05.20,9.39689,13.7903,18.3686,9.28221,27.455,15.208066
1941.05.21,0,12.9691,15.6473,7.22668,24.068,15.245511
1941.05.22,0.0774902,12.1762,17.3176,10.4423,24.1929,15.282123
1941.05.23,0,12.1762,8.20881,-1.59774,18.0154,15.317876
1941.05.24,0,12.1762,12.1784,3.99247,20.3644,15.352748
1941.05.25,0,11.3834,17.6251,11.393,23.8572,15.386713
1941.05.26,10.1363,11.3834,21.2187,15.2605,27.1769,15.419748
1941.05.27,3.30509,11.3834,17.7163,12.4659,22.9666,15.451829
1941.05.28,7.34143,12.9691,14.6219,11.5379,17.7058,15.482932
1941.05.29,0.0289305,12.1762,12.7459,7.14141,18.3504,15.513035
1941.05.30,5.14343,11.3834,11.9475,8.6037,15.2913,15.542114
1941.05.31,9.06254,12.9691,13.1699,10.2742,16.0655,15.570145
1941.06.01,0.489319,12.9691,15.0981,11.7321,18.4641,15.597108
1941.06.02,0.0394291,12.1762,14.213,10.6118,17.8142,15.622979
1941.06.03,0.363336,12.1762,16.6193,11.5136,21.725,15.647738
1941.06.04,0,11.3834,15.6324,8.16209,23.1027,15.671363
1941.06.05,5.23036,10.6188,17.4592,10.8029,24.1155,15.693835
1941.06.06,19.1313,13.7903,19.1276,14.6356,23.6196,15.715134
1941.06.07,10.6154,17.0467,14.2812,9.14485,19.4175,15.735242
1941.06.08,1.65766,17.0467,8.93858,3.79823,14.0789,15.754140
1941.06.09,0.0386169,16.2255,10.7728,4.82302,16.7226,15.771811
1941.06.10,0.842467,15.4043,10.4466,8.2161,12.6772,15.788240
1941.06.11,10.418,16.2255,11.6435,9.26295,14.0241,15.803412
1941.06.12,16.3255,18.7174,10.2688,9.28023,11.2575,15.817311
1941.06.13,1.89518,18.7174,12.3584,9.45899,15.2579,15.829927
1941.06.14,0.53368,17.0467,15.7834,10.3601,21.2067,15.841246
1941.06.15,0,15.4043,15.9457,7.97344,23.918,15.851258
1941.06.16,0,12.9691,16.6475,8.01152,25.2834,15.859954
1941.06.17,0.0193084,12.1762,19.2582,11.4264,27.0901,15.867326
1941.06.18,0,11.3834,23.1463,16.3085,29.9841,15.873366
1941.06.19,1.81818,11.3834,25.3175,19.3314,31.3035,15.878070
1941.06.20,0.345551,10.6188,24.8884,19.1574,30.6194,15.881432
1941.06.21,17.698,12.1762,22.842,15.3569,30.327,15.883450
1941.06.22,0.0276091,12.1762,19.3072,12.4303,26.1841,15.884123
1941.06.23,0,11.3834,19.0699,10.8543,27.2855,15.883450
1941.06.24,0,10.4772,20.8818,13.5934,28.1702,15.881433
1941.06.25,0,10.1657,23.865,17.8247,29.9054,15.878074
1941.06.26,2.6103,9.42949,25.9153,20.2807,31.5498,15.873377
1941.06.27,1.59058,9.57108,24.2512,17.6587,30.8438,15.867346
1941.06.28,0.0395386,9.11801,23.2871,16.12,30.4543,15.859990
1941.06.29,1.28731,8.97643,23.8989,19.2006,28.5972,15.851314
1941.06.30,0.00381341,8.38177,22.5767,17.6068,27.5465,15.841330
1941.07.01,2.50323,8.24019,17.039,8.95102,25.1269,15.830046
1941.07.02,0.2663,8.24019,13.9229,5.74258,22.1031,15.817474
1941.07.03,0.0260625,7.9287,17.9053,11.2801,24.5304,15.803627
1941.07.04,0,7.64554,17.9156,9.49689,26.3344,15.788519
1941.07.05,0.168786,7.22078,20.7815,15.7577,25.8052,15.772164
1941.07.06,2.50257,7.50395,20.2754,15.9563,24.5945,15.754578
1941.07.07,3.11435,7.0792,20.7121,14.2769,27.1473,15.735778
1941.07.08,0.142128,6.96593,17.7362,10.7649,24.7074,15.715782
1941.07.09,1.67332,7.22078,21.2774,16.0327,26.5222,15.694607
1941.07.10,0,7.0792,21.5047,13.9151,29.0943,15.672274
1941.07.11,0.0059289,6.96593,17.0608,9.73807,24.3834,15.648801
1941.07.12,0,6.3996,14.0578,5.13511,22.9804,15.624211
1941.07.13,0,6.3996,18.0716,9.73142,26.4117,15.598523
1941.07.14,1.22361,6.11643,20.0354,14.9593,25.1115,15.571761
1941.07.15,3.00899,6.54118,18.8446,14.6408,23.0483,15.543945
1941.07.16,0.282825,6.3996,15.7984,8.00363,23.5932,15.515099
1941.07.17,6.07362,6.3996,16.8943,11.2856,22.5031,15.485245
1941.07.18,7.60499,6.82435,19.6246,14.6031,24.6461,15.454408
1941.07.19,0,6.68276,17.5474,9.50351,25.5914,15.422610
1941.07.20,0,6.68276,22.6873,15.5364,29.8382,15.389875
1941.07.21,0.00781875,6.54118,25.7989,20.1685,31.4294,15.356228
1941.07.22,0,6.3996,25.9075,18.6054,33.2097,15.321692
1941.07.23,1.39607,6.68276,27.8842,19.8307,35.9377,15.286290
1941.07.24,5.89229,6.25801,25.949,20.0895,31.8085,15.250048
1941.07.25,0.0647386,6.68276,26.3691,19.6585,33.0798,15.212989
1941.07.26,0.179281,6.25801,29.1222,21.7028,36.5416,15.175137
1941.07.27,0,6.11643,28.6449,21.9881,35.3017,15.136515
1941.07.28,0,6.11643,27.622,21.0143,34.2298,15.097147
1941.07.29,0.687156,6.25801,27.7391,22.1839,33.2942,15.057057
1941.07.30,0.42608,6.00316,23.5755,14.8707,32.2803,15.016267
1941.07.31,4.68484,6.00316,24.7513,18.0189,31.4837,14.974800
1941.08.01,0.100428,5.86158,22.5756,14.6791,30.4721,14.932679
1941.08.02,0.805202,5.60673,25.9946,19.7342,32.255,14.889925
1941.08.03,0.00781875,5.60673,25.2394,17.5005,32.9783,14.846561
1941.08.04,5.00235,5.86158,25.7481,18.681,32.8152,14.802608
1941.08.05,0,5.60673,23.9007,16.3877,31.4138,14.758086
1941.08.06,0.072975,5.60673,23.9313,18.1494,29.7131,14.713017
